[INFO] Player Health: 100.000000/100.000000
[INFO] Logger initialized.
[INFO] Attack: 1
[INFO] the armor was broken
[INFO] Took 10.000000 damage, current health: 90.000000
[INFO] Игрок получил 10.000000 урона.
[INFO] Текущее здоровье: 90.000000
[INFO] Current Stamina: 90.000000
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Move backward
[INFO] Attack: 1
[INFO] the armor was broken
[INFO] Took 10.000000 damage, current health: 80.000000
[INFO] Игрок получил 10.000000 урона.
[INFO] Текущее здоровье: 80.000000
[INFO] Current Stamina: 80.000000
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move right
[INFO] Move forward
[INFO] Move right
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Move forward
[INFO] Attack: 1
[INFO] the armor was broken
[INFO] Took 10.000000 damage, current health: 70.000000
[INFO] Игрок получил 10.000000 урона.
[INFO] Текущее здоровье: 70.000000
[INFO] Current Stamina: 70.000000
[INFO] Move forward
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] the armor was broken
[INFO] Took 10.000000 damage, current health: 60.000000
[INFO] Игрок получил 10.000000 урона.
[INFO] Текущее здоровье: 60.000000
[INFO] Current Stamina: 60.000000
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Move left
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
[INFO] Attack: 1
